timestamp,server_id,cpu_usage,memory_usage,disk_io,network_traffic,request_count,error_rate,response_time_ms
2024-01-01 02:17:00,web_server_1,3.56,54.75,59.75,1.58,118,0.42,48.23
2024-01-01 02:18:00,web_server_1,0.0,52.5,52.21,0.0,98,0.36,50.15
2024-01-01 02:19:00,web_server_1,2.31,49.28,39.85,4.64,82,0.72,39.14
2024-01-01 02:20:00,web_server_1,0.0,48.66,52.35,4.37,92,0.01,52.53
2024-01-01 02:21:00,web_server_1,2.28,53.92,65.28,3.93,123,0.54,51.45
2024-01-01 02:22:00,web_server_1,0.0,48.38,42.73,0.0,102,0.69,56.61
2024-01-01 02:23:00,web_server_1,6.62,49.91,42.42,0.93,87,0.45,63.08
2024-01-01 02:24:00,web_server_1,0.0,47.64,47.97,0.0,95,0.61,46.94
2024-01-01 02:25:00,web_server_1,0.0,47.6,66.84,0.0,87,0.66,50.63
2024-01-01 02:26:00,web_server_1,0.0,54.19,45.46,0.0,92,0.74,41.35
2024-01-01 02:27:00,web_server_1,0.22,53.56,53.8,9.11,100,0.67,34.31
2024-01-01 02:28:00,web_server_1,0.0,47.39,41.28,0.0,92,0.34,47.15
2024-01-01 02:29:00,web_server_1,1.3,51.63,47.45,0.75,94,0.48,54.06
2024-01-01 02:30:00,web_server_1,0.0,47.49,64.19,0.0,93,0.53,41.35
2024-01-01 02:31:00,web_server_1,0.67,50.67,64.73,2.12,103,0.71,56.1
2024-01-01 02:32:00,web_server_1,0.0,50.5,42.15,0.0,117,0.66,55.28
2024-01-01 02:33:00,web_server_1,1.57,54.89,39.5,7.4,108,0.59,64.91
2024-01-01 02:34:00,web_server_1,0.0,51.4,62.39,0.0,86,0.53,64.93
2024-01-01 02:35:00,web_server_1,0.0,51.35,47.92,0.0,112,0.65,47.02
2024-01-01 02:36:00,web_server_1,13.11,54.97,62.51,0.0,80,0.4,44.71
2024-01-01 02:37:00,web_server_1,6.13,53.46,73.01,5.19,83,0.84,52.66
2024-01-01 02:38:00,web_server_1,0.0,45.32,42.58,0.0,109,0.42,35.48
2024-01-01 02:39:00,web_server_1,8.33,47.06,39.95,1.25,87,0.55,60.95
2024-01-01 02:40:00,web_server_1,5.28,46.78,30.63,0.0,108,0.63,61.54
2024-01-01 02:41:00,web_server_1,5.52,52.33,40.79,0.0,85,0.97,59.97
2024-01-01 02:42:00,web_server_1,3.43,49.15,45.48,0.0,100,0.49,31.07
2024-01-01 02:43:00,web_server_1,0.81,47.94,45.31,0.0,108,0.28,68.0
2024-01-01 02:44:00,web_server_1,4.34,48.21,63.43,0.0,117,0.56,39.58
2024-01-01 02:45:00,web_server_1,0.05,51.4,28.8,0.0,118,0.46,53.43
2024-01-01 02:46:00,web_server_1,0.0,46.79,65.44,0.17,116,0.33,34.85
2024-01-01 02:47:00,web_server_1,3.61,55.38,49.78,0.0,113,0.71,65.88
2024-01-01 02:48:00,web_server_1,0.0,52.49,39.9,0.0,112,0.29,63.47
2024-01-01 02:49:00,web_server_1,1.18,48.37,51.15,0.0,134,0.64,38.71
2024-01-01 02:50:00,web_server_1,0.17,46.47,67.44,0.0,117,0.15,47.94
2024-01-01 02:51:00,web_server_1,0.0,50.95,65.67,0.64,103,0.13,47.29
2024-01-01 02:52:00,web_server_1,10.81,54.13,44.88,0.0,81,0.68,61.5
2024-01-01 02:53:00,web_server_1,0.0,47.98,58.29,4.38,115,0.35,58.11
2024-01-01 02:54:00,web_server_1,0.62,45.24,54.39,0.0,111,0.55,63.31
2024-01-01 02:55:00,web_server_1,0.0,55.49,50.7,3.15,64,0.55,38.97
2024-01-01 02:56:00,web_server_1,0.0,48.79,60.39,6.19,82,0.43,50.64
2024-01-01 02:57:00,web_server_1,0.0,51.85,31.88,0.0,125,0.52,66.58
2024-01-01 02:58:00,web_server_1,3.13,45.48,41.18,12.64,102,0.47,52.7
2024-01-01 02:59:00,web_server_1,7.49,51.34,46.09,0.0,113,0.55,70.77
2024-01-01 03:00:00,web_server_1,0.0,49.47,43.65,6.46,131,0.0,46.94
2024-01-01 03:01:00,web_server_1,0.0,49.03,43.37,0.0,96,0.13,54.47
2024-01-01 03:02:00,web_server_1,0.0,48.95,61.01,6.39,125,0.4,45.22
2024-01-01 03:03:00,web_server_1,0.0,48.7,38.47,0.38,78,0.71,52.53
2024-01-01 03:04:00,web_server_1,5.05,47.02,72.45,6.97,107,0.27,37.58
2024-01-01 03:05:00,web_server_1,0.0,52.31,25.91,1.22,107,0.68,48.39
2024-01-01 03:06:00,web_server_1,4.76,44.7,69.47,5.54,99,0.37,57.8
2024-01-01 03:07:00,web_server_1,0.0,51.53,51.57,0.0,66,0.79,50.82
2024-01-01 03:08:00,web_server_1,0.0,48.33,59.14,0.0,94,0.99,49.98
2024-01-01 03:09:00,web_server_1,0.0,49.55,49.44,0.0,152,0.6,45.76
2024-01-01 03:10:00,web_server_1,0.0,51.01,59.18,0.43,88,0.78,39.19
2024-01-01 03:11:00,web_server_1,7.53,55.12,29.18,1.43,116,0.99,58.69
2024-01-01 03:12:00,web_server_1,0.0,53.12,36.2,0.0,110,0.5,38.85
2024-01-01 03:13:00,web_server_1,4.16,45.99,54.9,2.85,85,0.63,59.52
2024-01-01 03:14:00,web_server_1,3.75,50.41,56.23,1.1,110,0.62,35.03
2024-01-01 03:15:00,web_server_1,5.97,48.93,51.52,2.35,107,0.7,39.45
2024-01-01 03:16:00,web_server_1,1.46,44.41,66.03,0.0,131,0.5,49.13
2024-01-01 03:17:00,web_server_1,0.62,53.66,56.1,4.9,116,0.57,52.46
2024-01-01 03:18:00,web_server_1,0.0,43.28,59.98,3.28,120,0.6,35.39
2024-01-01 03:19:00,web_server_1,0.0,52.62,38.65,3.51,93,0.59,55.1
2024-01-01 03:20:00,web_server_1,1.93,47.87,59.63,0.85,94,0.52,49.78
2024-01-01 03:21:00,web_server_1,3.08,52.33,37.4,3.0,120,0.65,48.53
2024-01-01 03:22:00,web_server_1,7.51,51.86,40.55,4.39,109,0.71,47.24
2024-01-01 03:23:00,web_server_1,0.0,48.6,40.7,7.33,84,0.58,62.49
2024-01-01 03:24:00,web_server_1,0.0,49.18,56.72,0.0,123,0.73,33.92
2024-01-01 03:25:00,web_server_1,0.0,46.58,40.65,4.09,105,0.17,54.02
2024-01-01 03:26:00,web_server_1,8.23,53.1,54.32,0.0,74,0.81,51.96
2024-01-01 03:27:00,web_server_1,5.59,46.75,57.1,0.0,105,0.59,54.77
2024-01-01 03:28:00,web_server_1,0.0,55.39,59.43,0.0,85,0.55,53.06
2024-01-01 03:29:00,web_server_1,0.0,52.53,29.69,0.0,93,0.54,57.04
2024-01-01 03:30:00,web_server_1,0.06,44.23,53.99,3.45,144,0.72,68.55
2024-01-01 03:31:00,web_server_1,0.0,50.64,50.8,2.25,92,0.64,47.86
2024-01-01 03:32:00,web_server_1,0.51,53.73,57.9,0.0,78,0.46,41.81
2024-01-01 03:33:00,web_server_1,5.48,44.75,40.02,0.0,136,0.65,64.52
2024-01-01 03:34:00,web_server_1,6.5,52.0,57.31,0.0,86,0.45,36.97
2024-01-01 03:35:00,web_server_1,9.1,53.65,59.73,1.57,129,0.7,43.96
2024-01-01 03:36:00,web_server_1,9.01,50.72,67.56,0.0,76,0.39,49.09
2024-01-01 03:37:00,web_server_1,0.0,48.69,60.2,0.0,97,0.56,45.65
2024-01-01 03:38:00,web_server_1,0.0,47.6,50.63,0.14,94,0.63,41.11
2024-01-01 03:39:00,web_server_1,0.0,51.71,47.71,3.75,83,0.54,42.39
2024-01-01 03:40:00,web_server_1,1.92,45.83,55.24,8.79,122,0.6,58.63
2024-01-01 03:41:00,web_server_1,0.2,51.29,47.8,0.0,85,0.41,49.56
2024-01-01 03:42:00,web_server_1,0.0,48.5,74.2,8.2,107,0.61,53.61
2024-01-01 03:43:00,web_server_1,0.0,56.57,53.04,0.4,83,0.42,44.99
2024-01-01 03:44:00,web_server_1,1.11,44.7,45.74,0.0,102,0.52,49.47
2024-01-01 03:45:00,web_server_1,0.0,53.88,39.2,1.96,107,0.49,47.81
2024-01-01 03:46:00,web_server_1,0.0,53.44,58.02,0.0,79,0.49,49.63
2024-01-01 03:47:00,web_server_1,0.0,47.76,57.68,0.0,104,0.8,53.6
2024-01-01 03:48:00,web_server_1,0.88,51.02,45.3,12.11,85,0.31,34.37
2024-01-01 03:49:00,web_server_1,3.99,44.96,51.13,0.0,76,0.59,65.69
2024-01-01 03:50:00,web_server_1,0.0,50.32,55.88,6.55,117,0.75,53.21
2024-01-01 03:51:00,web_server_1,1.72,46.4,47.32,0.0,95,0.35,45.16
2024-01-01 03:52:00,web_server_1,10.08,48.4,52.77,0.0,117,0.52,53.07
2024-01-01 03:53:00,web_server_1,0.0,50.58,38.29,0.19,98,0.26,63.36
2024-01-01 03:54:00,web_server_1,0.0,44.93,55.61,0.0,78,0.69,57.88
2024-01-01 03:55:00,web_server_1,3.94,47.25,64.05,5.09,116,0.53,38.98
2024-01-01 03:56:00,web_server_1,0.14,48.18,51.67,0.0,92,0.56,43.77
2024-01-01 03:57:00,web_server_1,0.0,52.99,32.27,0.0,124,0.41,52.29
2024-01-01 03:58:00,web_server_1,0.0,55.91,69.3,4.11,101,0.38,31.99
2024-01-01 03:59:00,web_server_1,0.0,52.11,45.17,1.97,139,0.91,53.67
2024-01-01 04:00:00,web_server_1,0.0,45.25,46.17,0.0,102,0.87,61.15
2024-01-01 04:01:00,web_server_1,0.0,47.56,47.33,0.0,110,0.53,66.8
2024-01-01 04:02:00,web_server_1,4.87,50.77,44.37,7.9,99,0.87,44.76
2024-01-01 04:03:00,web_server_1,5.34,52.24,44.77,0.0,95,0.7,59.69
2024-01-01 04:04:00,web_server_1,0.0,46.1,50.24,0.0,71,0.45,45.1
2024-01-01 04:05:00,web_server_1,0.68,49.64,73.37,0.0,116,0.74,66.43
2024-01-01 04:06:00,web_server_1,3.18,50.76,50.47,6.28,97,0.92,55.36
2024-01-01 04:07:00,web_server_1,0.0,54.68,40.98,9.69,117,0.78,53.3
2024-01-01 04:08:00,web_server_1,0.0,50.94,56.53,0.81,92,0.48,49.96
2024-01-01 04:09:00,web_server_1,0.0,47.92,41.35,5.01,125,0.43,54.9
2024-01-01 04:10:00,web_server_1,0.0,47.94,53.68,6.8,115,0.47,48.11
2024-01-01 04:11:00,web_server_1,11.14,49.15,61.37,0.0,105,0.71,55.69
2024-01-01 04:12:00,web_server_1,5.72,48.22,48.27,0.0,99,0.82,44.87
2024-01-01 04:13:00,web_server_1,1.84,52.88,64.51,0.0,89,0.83,60.68
2024-01-01 04:14:00,web_server_1,0.0,45.9,57.5,0.08,85,0.14,22.54
2024-01-01 04:15:00,web_server_1,0.0,49.69,39.84,0.0,145,0.23,58.59
2024-01-01 04:16:00,web_server_1,0.0,49.11,46.28,0.63,132,0.62,55.7
2024-01-01 04:17:00,web_server_1,0.0,51.69,54.01,0.0,83,0.45,55.74
2024-01-01 04:18:00,web_server_1,0.0,58.73,39.36,0.0,125,0.41,27.43
2024-01-01 04:19:00,web_server_1,4.61,49.45,44.56,1.54,103,0.6,46.97
2024-01-01 04:20:00,web_server_1,0.0,48.73,63.45,1.94,66,0.36,33.78
2024-01-01 04:21:00,web_server_1,0.0,48.15,58.82,1.65,119,0.46,55.71
2024-01-01 04:22:00,web_server_1,9.66,51.02,66.34,0.0,76,0.54,65.72
2024-01-01 04:23:00,web_server_1,0.0,49.19,27.3,0.0,101,0.47,54.94
2024-01-01 04:24:00,web_server_1,0.0,46.84,63.2,0.0,98,0.62,56.55
2024-01-01 04:25:00,web_server_1,0.0,48.65,59.28,0.0,127,0.39,59.53
2024-01-01 04:26:00,web_server_1,0.95,51.22,41.34,3.05,100,0.99,34.52
2024-01-01 04:27:00,web_server_1,0.0,60.27,53.76,5.58,138,0.29,42.08
2024-01-01 04:28:00,web_server_1,7.44,52.41,51.45,10.8,129,1.15,47.52
2024-01-01 04:29:00,web_server_1,1.4,48.79,53.4,9.92,99,0.58,51.6
2024-01-01 04:30:00,web_server_1,0.94,51.91,58.68,0.0,111,0.36,41.96
2024-01-01 04:31:00,web_server_1,1.35,56.11,54.71,12.98,118,0.09,37.89
2024-01-01 04:32:00,web_server_1,0.0,52.07,42.93,0.0,83,0.67,49.0
2024-01-01 04:33:00,web_server_1,0.0,50.35,37.9,0.0,123,0.6,52.51
2024-01-01 04:34:00,web_server_1,0.0,45.55,46.29,0.32,60,0.58,56.4
2024-01-01 04:35:00,web_server_1,3.64,50.19,60.88,0.0,105,0.69,39.69
2024-01-01 04:36:00,web_server_1,4.9,47.34,72.32,0.0,77,0.6,45.07
2024-01-01 04:37:00,web_server_1,0.0,47.8,60.3,0.0,115,0.37,66.49
2024-01-01 04:38:00,web_server_1,1.83,51.32,65.4,0.0,91,0.38,57.37
2024-01-01 04:39:00,web_server_1,3.11,46.33,54.39,2.15,72,0.69,41.84
2024-01-01 04:40:00,web_server_1,4.06,52.05,81.37,0.0,135,1.31,54.48
2024-01-01 04:41:00,web_server_1,6.49,49.56,57.67,0.02,88,0.53,61.87
2024-01-01 04:42:00,web_server_1,4.96,57.85,48.22,0.0,141,0.39,64.62
2024-01-01 04:43:00,web_server_1,5.2,51.84,48.4,0.0,83,0.42,17.35
2024-01-01 04:44:00,web_server_1,0.0,52.87,41.7,0.0,85,0.36,46.32
2024-01-01 04:45:00,web_server_1,2.68,50.16,55.78,6.18,91,0.56,51.14
2024-01-01 04:46:00,web_server_1,6.26,50.64,46.27,0.0,114,0.59,52.93
2024-01-01 04:47:00,web_server_1,5.42,50.93,53.67,7.04,85,0.73,62.7
2024-01-01 04:48:00,web_server_1,4.1,49.16,46.15,0.0,80,0.19,47.07
2024-01-01 04:49:00,web_server_1,3.45,52.88,69.7,6.88,74,0.74,51.92
2024-01-01 04:50:00,web_server_1,5.24,50.73,49.52,3.15,98,0.74,49.66
2024-01-01 04:51:00,web_server_1,4.57,53.14,35.37,0.0,87,0.43,49.28
2024-01-01 04:52:00,web_server_1,4.18,50.31,51.88,3.49,87,0.78,50.11
2024-01-01 04:53:00,web_server_1,4.68,47.8,40.04,2.29,83,0.51,73.54
2024-01-01 04:54:00,web_server_1,0.0,45.08,39.15,0.0,88,0.62,34.04
2024-01-01 04:55:00,web_server_1,7.12,49.69,30.79,3.14,102,0.43,41.23
2024-01-01 04:56:00,web_server_1,0.0,51.11,45.7,2.83,60,0.52,45.08
2024-01-01 04:57:00,web_server_1,6.42,52.98,59.86,0.96,103,0.48,42.94
2024-01-01 04:58:00,web_server_1,0.0,50.01,44.22,0.0,119,0.44,54.94
2024-01-01 04:59:00,web_server_1,0.0,46.08,60.25,0.0,106,0.2,56.41
2024-01-01 05:00:00,web_server_1,95.0,48.77,63.31,0.0,110,8.0,500.0
2024-01-01 05:01:00,web_server_1,5.25,45.97,46.82,8.8,126,0.83,35.13
2024-01-01 05:02:00,web_server_1,0.0,50.99,52.97,5.5,97,0.45,60.69
2024-01-01 05:03:00,web_server_1,2.93,46.64,43.05,0.0,91,0.12,45.34
2024-01-01 05:04:00,web_server_1,0.0,49.33,74.97,0.0,98,0.69,52.33
2024-01-01 05:05:00,web_server_1,7.39,48.84,54.16,2.96,102,0.36,65.9
2024-01-01 05:06:00,web_server_1,7.69,45.0,45.38,0.0,94,0.69,45.19
2024-01-01 05:07:00,web_server_1,0.0,53.42,62.23,2.72,90,0.54,62.93
