timestamp,client_ip,request_method,endpoint,response_code,response_size,response_time_ms,user_agent,referer
2025-11-13 19:09:29.129368,192.168.1.204,GET,/admin,200,7102,433.77,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",https://example.com
2025-11-13 19:10:25.129368,192.168.1.250,GET,/static/js/app.js,200,42091,46.29,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://google.com
2025-11-13 19:11:22.129368,192.168.1.244,GET,/static/images/logo.png,200,24796,49.87,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),https://direct.com
2025-11-13 19:11:58.129368,192.168.1.80,GET,/,200,6279,38.71,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://example.com
2025-11-13 19:12:25.129368,192.168.1.82,GET,/static/css/style.css,200,13101,67.44,PostmanRuntime/7.26.5,https://example.com
2025-11-13 19:12:27.129368,192.168.1.197,GET,/api/metrics,200,901,460.89,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://google.com
2025-11-13 19:12:43.129368,192.168.1.166,GET,/static/images/logo.png,200,45247,64.89,curl/7.68.0,https://direct.com
2025-11-13 19:12:52.129368,192.168.1.34,GET,/static/js/app.js,200,48799,39.41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",https://direct.com
2025-11-13 19:14:26.129368,192.168.1.122,GET,/api/products,200,1741,210.55,curl/7.68.0,https://example.com
2025-11-13 19:15:01.129368,192.168.1.114,GET,/,500,9555,681.62,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://example.com
2025-11-13 19:15:03.129368,192.168.1.104,GET,/static/images/logo.png,200,7258,31.04,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),
2025-11-13 19:15:35.129368,192.168.1.214,GET,/static/images/logo.png,200,6479,49.35,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,https://google.com
2025-11-13 19:15:58.129368,192.168.1.16,GET,/api/health,200,1004,313.45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://google.com
2025-11-13 19:16:23.129368,192.168.1.255,GET,/api/users,200,1574,283.4,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),https://example.com
2025-11-13 19:16:34.129368,192.168.1.120,GET,/static/css/style.css,200,43511,60.44,PostmanRuntime/7.26.5,
2025-11-13 19:16:40.129368,192.168.1.216,GET,/api/search,200,554,2467.51,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),https://example.com
2025-11-13 19:17:07.129368,192.168.1.143,GET,/static/images/logo.png,200,42256,35.63,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",
2025-11-13 19:18:00.129368,192.168.1.143,GET,/static/css/style.css,200,23117,68.9,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://direct.com
2025-11-13 19:18:04.129368,192.168.1.248,GET,/api/metrics,200,1563,251.99,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",
2025-11-13 19:19:17.129368,192.168.1.164,GET,/,200,3192,38.93,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",https://example.com
2025-11-13 19:19:34.129368,192.168.1.73,GET,/api/search,200,285,272.39,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://example.com
2025-11-13 19:19:47.129368,192.168.1.121,POST,/api/auth/login,401,709,2152.95,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),https://direct.com
2025-11-13 19:20:32.129368,192.168.1.185,GET,/,200,9324,39.64,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://example.com
2025-11-13 19:20:37.129368,192.168.1.132,GET,/api/users,200,874,341.65,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://example.com
2025-11-13 19:21:14.129368,192.168.1.26,GET,/api/products,200,1806,272.09,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),
2025-11-13 19:21:54.129368,192.168.1.187,GET,/api/users,200,212,519.81,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://direct.com
2025-11-13 19:22:06.129368,192.168.1.89,GET,/,200,6262,34.56,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://google.com
2025-11-13 19:22:43.129368,192.168.1.224,GET,/api/products,200,629,403.92,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://direct.com
2025-11-13 19:22:45.129368,192.168.1.8,GET,/static/css/style.css,200,46277,64.27,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),
2025-11-13 19:24:13.129368,192.168.1.98,GET,/static/js/app.js,200,17380,65.86,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,https://google.com
2025-11-13 19:24:31.129368,192.168.1.92,GET,/api/search,200,1543,256.17,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),https://direct.com
2025-11-13 19:24:54.129368,192.168.1.139,GET,/,200,5313,43.08,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",
2025-11-13 19:25:39.129368,192.168.1.110,GET,/api/products,200,705,240.83,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://direct.com
2025-11-13 19:29:02.129368,192.168.1.230,GET,/static/images/logo.png,200,12713,46.78,PostmanRuntime/7.26.5,https://direct.com
2025-11-13 19:29:25.129368,192.168.1.28,GET,/api/users,200,1009,1999.89,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://direct.com
2025-11-13 19:30:26.129368,192.168.1.57,GET,/,200,8762,52.11,curl/7.68.0,https://direct.com
2025-11-13 19:30:33.129368,192.168.1.240,GET,/static/css/style.css,200,34210,58.93,PostmanRuntime/7.26.5,https://direct.com
2025-11-13 19:30:37.129368,192.168.1.208,GET,/static/images/logo.png,200,8761,44.57,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),https://example.com
2025-11-13 19:31:18.129368,192.168.1.174,GET,/api/users,200,1392,227.75,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://example.com
2025-11-13 19:31:29.129368,192.168.1.182,GET,/api/products,200,255,363.46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://direct.com
2025-11-13 19:31:35.129368,192.168.1.29,GET,/static/js/app.js,200,39398,50.31,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",https://direct.com
2025-11-13 19:31:50.129368,192.168.1.87,GET,/static/images/logo.png,200,39434,64.93,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",
2025-11-13 19:31:51.129368,192.168.1.115,GET,/,200,5687,69.35,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://google.com
2025-11-13 19:32:01.129368,192.168.1.182,GET,/static/css/style.css,200,18073,55.17,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://direct.com
2025-11-13 19:32:36.129368,192.168.1.107,GET,/,200,4685,32.39,PostmanRuntime/7.26.5,https://google.com
2025-11-13 19:32:37.129368,192.168.1.115,GET,/api/users,401,1615,1485.11,PostmanRuntime/7.26.5,https://google.com
2025-11-13 19:32:41.129368,192.168.1.141,GET,/,200,5726,38.03,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",
2025-11-13 19:32:45.129368,192.168.1.166,GET,/static/images/logo.png,200,30731,67.14,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://google.com
2025-11-13 19:32:53.129368,192.168.1.51,GET,/api/products,200,209,527.51,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",https://example.com
2025-11-13 19:32:56.129368,192.168.1.112,GET,/,200,3783,33.45,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),
2025-11-13 19:33:05.129368,192.168.1.217,GET,/api/products,200,344,207.93,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://example.com
2025-11-13 19:34:20.129368,192.168.1.246,GET,/static/images/logo.png,200,45724,57.24,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",
2025-11-13 19:34:31.129368,192.168.1.97,GET,/api/products,200,1734,521.39,PostmanRuntime/7.26.5,https://google.com
2025-11-13 19:34:33.129368,192.168.1.53,GET,/static/images/logo.png,200,20518,56.63,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://direct.com
2025-11-13 19:34:43.129368,192.168.1.115,GET,/static/js/app.js,403,10146,912.74,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),
2025-11-13 19:34:46.129368,192.168.1.90,POST,/api/auth/login,200,1269,402.37,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://example.com
2025-11-13 19:34:57.129368,192.168.1.114,POST,/api/orders,200,1661,508.31,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",
2025-11-13 19:37:11.129368,192.168.1.183,GET,/api/products,200,1901,286.78,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",
2025-11-13 19:37:33.129368,192.168.1.248,GET,/static/js/app.js,200,28396,57.34,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",https://direct.com
2025-11-13 19:38:00.129368,192.168.1.149,GET,/static/js/app.js,200,7764,51.61,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",https://google.com
2025-11-13 19:38:33.129368,192.168.1.217,GET,/api/metrics,200,1925,2910.76,PostmanRuntime/7.26.5,https://google.com
2025-11-13 19:38:56.129368,192.168.1.127,GET,/,200,3988,41.37,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",
2025-11-13 19:40:20.129368,192.168.1.112,GET,/static/images/logo.png,200,11290,57.69,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,
2025-11-13 19:40:46.129368,192.168.1.117,GET,/static/css/style.css,200,23653,66.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://google.com
2025-11-13 19:41:13.129368,192.168.1.74,GET,/static/js/app.js,200,25400,69.28,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,https://example.com
2025-11-13 19:41:22.129368,192.168.1.70,GET,/static/js/app.js,200,5633,68.54,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),
2025-11-13 19:41:52.129368,192.168.1.2,GET,/api/search,200,1871,531.31,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://google.com
2025-11-13 19:42:10.129368,192.168.1.96,GET,/static/images/logo.png,200,19630,58.04,PostmanRuntime/7.26.5,https://example.com
2025-11-13 19:42:23.129368,192.168.1.158,GET,/static/js/app.js,200,31059,40.92,PostmanRuntime/7.26.5,https://direct.com
2025-11-13 19:43:25.129368,192.168.1.142,POST,/api/orders,200,1126,428.55,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),https://google.com
2025-11-13 19:43:31.129368,192.168.1.44,GET,/static/css/style.css,200,39089,62.09,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",https://direct.com
2025-11-13 19:44:13.129368,192.168.1.196,POST,/api/auth/login,200,1637,187.87,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",https://direct.com
2025-11-13 19:44:37.129368,192.168.1.207,GET,/static/images/logo.png,200,8364,49.39,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),https://direct.com
2025-11-13 19:45:50.129368,192.168.1.240,GET,/,200,1770,39.85,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",https://google.com
2025-11-13 19:45:53.129368,192.168.1.247,GET,/,200,4094,56.02,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://google.com
2025-11-13 19:45:57.129368,192.168.1.143,GET,/static/images/logo.png,200,41119,59.49,curl/7.68.0,https://example.com
2025-11-13 19:46:26.129368,192.168.1.169,GET,/static/js/app.js,200,7920,60.96,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://google.com
2025-11-13 19:47:36.129368,192.168.1.77,GET,/api/search,200,440,449.27,PostmanRuntime/7.26.5,https://example.com
2025-11-13 19:47:41.129368,192.168.1.149,GET,/,200,6082,40.22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://direct.com
2025-11-13 19:49:14.129368,192.168.1.145,GET,/api/metrics,200,922,166.96,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),
2025-11-13 19:49:20.129368,192.168.1.121,GET,/api/search,200,1327,436.86,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://example.com
2025-11-13 19:49:33.129368,192.168.1.245,GET,/api/products,200,1149,318.84,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://example.com
2025-11-13 19:50:42.129368,192.168.1.113,GET,/,200,1131,68.61,PostmanRuntime/7.26.5,https://direct.com
2025-11-13 19:51:18.129368,192.168.1.42,GET,/,200,5409,65.85,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",
2025-11-13 19:51:21.129368,192.168.1.184,GET,/static/images/logo.png,200,10555,63.19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",https://google.com
2025-11-13 19:52:31.129368,192.168.1.245,GET,/static/images/logo.png,200,47297,30.22,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,https://example.com
2025-11-13 19:52:49.129368,192.168.1.201,GET,/static/css/style.css,200,14885,46.97,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://direct.com
2025-11-13 19:53:02.129368,192.168.1.186,GET,/static/css/style.css,200,27770,62.91,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",
2025-11-13 19:54:07.129368,192.168.1.237,GET,/static/images/logo.png,200,19038,67.97,curl/7.68.0,
2025-11-13 19:54:09.129368,192.168.1.58,GET,/api/products,200,1168,445.18,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,https://google.com
2025-11-13 19:54:30.129368,192.168.1.213,GET,/,200,4283,64.52,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://example.com
2025-11-13 19:55:27.129368,192.168.1.238,GET,/static/css/style.css,200,21249,50.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://direct.com
2025-11-13 19:55:33.129368,192.168.1.39,GET,/,200,3939,49.49,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),
2025-11-13 19:55:41.129368,192.168.1.96,GET,/static/css/style.css,200,5461,65.56,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),
2025-11-13 19:57:03.129368,192.168.1.28,GET,/api/health,200,572,343.32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",https://direct.com
2025-11-13 19:57:16.129368,192.168.1.156,GET,/static/images/logo.png,200,21832,67.16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://google.com
2025-11-13 19:57:18.129368,192.168.1.110,GET,/api/search,200,405,2799.3,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,https://direct.com
2025-11-13 19:57:27.129368,192.168.1.152,GET,/api/search,200,1721,2710.81,PostmanRuntime/7.26.5,https://google.com
2025-11-13 19:57:33.129368,192.168.1.87,GET,/static/css/style.css,200,26908,43.85,curl/7.68.0,https://direct.com
2025-11-13 19:57:44.129368,192.168.1.44,GET,/static/images/logo.png,200,33811,42.9,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://example.com
2025-11-13 19:58:06.129368,192.168.1.3,POST,/api/auth/login,200,832,276.67,curl/7.68.0,https://example.com
2025-11-13 19:58:07.129368,192.168.1.152,GET,/,200,5961,59.27,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),https://example.com
2025-11-13 19:58:16.129368,192.168.1.217,POST,/api/orders,200,1904,407.47,curl/7.68.0,https://google.com
2025-11-13 19:58:22.129368,192.168.1.231,GET,/,200,3204,40.95,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),
2025-11-13 19:58:31.129368,192.168.1.249,GET,/api/products,200,813,511.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",
2025-11-13 19:59:11.129368,192.168.1.202,GET,/api/metrics,200,730,216.64,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),https://example.com
2025-11-13 19:59:20.129368,192.168.1.90,GET,/,200,5051,54.68,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://direct.com
2025-11-13 19:59:33.129368,192.168.1.188,GET,/api/products,200,1872,384.6,PostmanRuntime/7.26.5,https://example.com
2025-11-13 19:59:41.129368,192.168.1.138,GET,/,200,2857,32.97,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://google.com
2025-11-13 19:59:45.129368,192.168.1.246,GET,/api/products,200,1124,405.03,curl/7.68.0,https://direct.com
2025-11-13 20:00:05.129368,192.168.1.121,GET,/,200,7024,67.03,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,https://direct.com
2025-11-13 20:00:06.129368,192.168.1.94,GET,/static/images/logo.png,200,32895,32.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://example.com
2025-11-13 20:00:48.129368,192.168.1.148,GET,/api/users,200,1722,467.28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",https://google.com
2025-11-13 20:01:05.129368,192.168.1.4,GET,/api/products,503,1146,1291.36,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,https://google.com
